id,machine_type,facility_zone,shift,sensor_model,maintenance_strategy,load_pct,rpm,power_kw,voltage_v,power_factor,vibration_mm_s,oil_pressure_bar,coolant_temp_c,bearing_temp_c,operating_hours,days_since_maintenance,anomaly_count_7d,sensor_uptime_pct,machine_state
64031,pump,packaging,day,S3,predictive,64.42,1976.2,46.67,407.99,0.8676,1.884,5.027,77.84,87.05,8599.8,42.49,0,99.701,1
64032,mixer,packaging,day,S3,preventive,35.98,1045.8,48.36,390.05,0.9651,1.45,5.374,75.56,86.74,12439.3,11.36,0,99.976,1
64033,conveyor,assembly,evening,S3,reactive,37.61,766.7,31.84,397.19,0.9236,3.72,5.304,70.91,86.88,20295.4,33.64,0,98.713,1
64034,pump,utilities,day,S2,predictive,76.38,2154.1,53.43,404.62,0.8974,2.296,5.25,91.63,99.44,5928.2,66.28,0,98.966,1
64035,pump,packaging,day,S3,predictive,31.09,1842.6,27.73,403.02,0.9479,3.511,5.084,69.82,94.27,15121.9,17.02,1,99.001,1
64036,turbine,utilities,evening,S2,reactive,93.62,5580.4,331.6,409.06,0.8798,5.007,4.983,91.08,98.2,8026.4,116.19,0,99.418,3
64037,mixer,assembly,evening,S3,predictive,84.75,1424.6,119.35,394.59,0.912,3.085,5.527,94.58,99.92,9093.5,12.44,1,99.694,2
64038,turbine,utilities,day,S4,predictive,78.69,5425.6,236.68,407.94,0.9296,2.36,6.255,81.13,93.86,8544.6,15.15,0,99.283,2
64039,compressor,packaging,evening,S4,preventive,88.7,3262.1,129.18,401.76,0.9014,2.835,5.353,91.47,105.84,7625.1,63.25,0,98.333,2
64040,turbine,processing,day,S3,preventive,75.64,4464.7,196.32,400.79,0.8529,2.566,6.39,91.19,98.46,11190.1,59.1,0,98.922,2
64041,pump,packaging,day,S2,reactive,52.92,2233.7,44.15,405.79,0.9074,2.45,5.809,77.33,80.77,25657.7,35.5,0,99.509,1
64042,compressor,packaging,evening,S3,predictive,88.63,3203.7,129.2,419.65,0.9273,4.693,5.107,93.81,104.05,6810.5,18.57,2,99.102,2
64043,mixer,cold_storage,evening,S1,preventive,72.63,1642.7,122.09,401.17,0.9107,3.878,4.949,91.07,101.22,22317.7,139.89,1,95.555,3
64044,mixer,packaging,night,S2,predictive,82.24,1488.8,126.17,406.23,0.88,3.515,5.432,91.14,96.0,13013.3,17.76,1,99.672,1
64045,pump,cold_storage,day,S2,predictive,87.18,2532.6,74.49,388.34,0.9023,1.824,6.1,87.41,92.09,7681.4,11.54,0,99.842,1
64046,conveyor,processing,day,S1,reactive,76.63,1061.6,70.33,406.01,0.9273,3.743,4.689,101.06,108.8,9945.6,129.53,0,99.134,2
64047,compressor,assembly,day,S1,predictive,73.53,3370.9,105.62,388.35,0.8934,,5.729,90.92,105.91,4656.5,13.03,0,98.114,2
64048,compressor,packaging,day,S2,preventive,61.36,2567.9,83.13,405.08,0.9237,2.275,5.738,85.4,94.58,10558.8,68.67,0,99.627,1
64049,pump,packaging,night,S4,preventive,59.56,2151.5,45.79,422.76,0.9109,1.938,6.101,86.73,98.7,4793.6,20.41,0,98.661,1
64050,turbine,utilities,evening,S2,reactive,82.35,5021.4,246.13,412.55,0.9307,2.717,6.176,89.72,101.98,9463.0,35.71,0,99.103,1
64051,compressor,processing,evening,S1,reactive,68.07,2977.2,98.21,403.27,0.9264,2.224,6.096,77.11,,13937.7,44.03,0,99.202,1
64052,mixer,packaging,night,S4,reactive,34.25,1062.6,43.55,408.78,0.9368,3.067,4.821,65.14,71.43,21952.0,60.31,3,97.913,1
64053,pump,processing,day,S1,predictive,60.75,1911.1,40.68,391.73,0.9568,2.385,4.95,83.27,92.55,20508.9,15.9,0,99.014,1
64054,conveyor,cold_storage,evening,S2,predictive,95.48,1234.0,85.9,396.98,0.913,2.549,4.718,92.03,99.32,13650.6,25.38,0,99.362,2
64055,compressor,assembly,night,S1,preventive,77.77,3199.9,111.71,390.76,0.938,3.032,5.586,89.61,101.9,13949.1,78.85,1,98.173,1
64056,compressor,utilities,evening,S4,preventive,83.89,3284.1,122.82,403.6,0.8877,3.189,5.582,94.53,104.56,2379.2,140.58,2,99.103,2
64057,turbine,utilities,night,S4,predictive,86.24,5173.5,265.69,401.97,0.903,4.054,5.114,89.56,105.53,30161.7,92.57,3,99.995,3
64058,turbine,assembly,day,S2,preventive,85.5,5473.9,316.26,393.37,0.9549,2.696,5.721,90.57,96.31,11696.3,18.63,1,100.0,1
64059,conveyor,packaging,night,S2,preventive,32.94,771.2,26.21,404.76,0.9627,2.526,6.013,78.64,91.02,8939.9,96.85,0,98.575,2
64060,pump,utilities,night,S2,preventive,60.83,1932.4,41.97,406.9,0.9088,2.539,4.832,81.89,89.13,19250.8,63.35,0,97.937,1
64061,compressor,cold_storage,night,S4,preventive,71.95,2855.8,95.91,402.73,0.869,3.094,6.309,77.61,90.62,13876.0,114.55,0,99.569,1
64062,compressor,assembly,night,S3,preventive,61.65,2625.4,75.49,404.44,0.9603,2.51,6.412,84.94,96.66,17729.0,40.91,0,100.0,1
64063,compressor,packaging,day,S2,reactive,73.01,3040.1,110.05,385.4,0.9464,2.133,6.321,87.17,93.58,5939.5,19.67,0,98.357,1
64064,pump,packaging,day,S3,preventive,62.12,2135.1,53.38,402.88,0.9747,1.597,5.378,81.7,86.9,8292.2,60.59,0,98.539,1
64065,pump,utilities,day,S2,predictive,57.41,1959.8,44.29,401.79,0.9111,2.985,4.654,81.28,89.44,14018.2,15.88,0,98.168,2
64066,pump,processing,evening,S3,preventive,70.51,2086.5,55.79,385.29,0.9529,1.394,4.895,81.13,88.78,10592.2,2.42,0,100.0,1
64067,pump,packaging,evening,S2,preventive,52.32,2157.9,36.24,398.81,0.9312,2.813,5.453,77.88,85.81,7144.9,96.69,0,99.284,1
64068,turbine,assembly,night,S3,preventive,75.19,5424.2,258.58,399.11,0.9191,2.398,6.35,87.46,98.25,7938.9,9.84,0,99.265,1
64069,turbine,processing,day,S2,reactive,94.08,5297.3,297.69,402.92,0.917,3.727,6.027,106.99,121.32,10057.2,127.18,0,98.147,2
64070,mixer,packaging,evening,S4,preventive,64.5,1321.1,85.41,409.47,0.9455,1.873,5.61,70.23,84.59,8548.4,20.42,0,98.68,2
64071,mixer,packaging,evening,S2,reactive,57.74,1450.6,97.19,412.56,0.9551,1.979,5.066,77.67,85.13,14764.1,52.79,0,98.839,1
64072,pump,packaging,night,S2,preventive,68.63,2125.3,57.48,394.42,0.9461,2.854,4.405,91.73,101.16,18308.9,57.67,2,98.556,2
64073,pump,packaging,night,S3,preventive,47.04,1789.4,35.37,402.31,0.8768,2.531,5.581,82.18,87.55,16378.1,53.39,0,98.646,1
64074,pump,processing,evening,S2,preventive,82.1,2412.4,58.92,415.7,0.913,2.964,5.467,87.89,101.86,9989.4,54.48,1,98.074,2
64075,turbine,utilities,day,S2,preventive,92.35,5590.1,290.69,395.19,0.9048,3.939,5.935,98.49,110.98,21322.1,65.45,0,99.122,2
64076,compressor,assembly,night,S1,predictive,68.44,2985.5,99.62,398.72,0.9365,3.649,4.864,,104.19,24853.0,108.44,1,98.568,3
64077,mixer,utilities,day,S2,reactive,99.41,1864.8,174.91,404.48,0.8366,5.861,4.105,90.96,,17391.8,109.52,1,98.699,3
64078,turbine,utilities,night,S4,predictive,81.33,5625.5,237.17,401.35,0.9053,4.042,6.693,97.78,103.11,37943.9,52.2,1,98.961,2
64079,conveyor,processing,evening,S4,preventive,49.31,843.3,38.77,383.47,0.9161,1.351,5.006,77.17,83.31,9516.7,19.54,0,98.273,1
64080,compressor,processing,evening,S1,predictive,85.91,3372.5,145.01,391.58,0.9672,2.143,5.648,91.53,99.54,6301.0,29.6,0,99.628,1
64081,pump,processing,evening,S3,reactive,71.18,2299.3,61.37,403.1,0.9141,2.651,5.307,80.6,96.37,8579.3,57.92,0,98.802,2
64082,mixer,cold_storage,day,S4,reactive,82.16,1616.7,130.15,391.42,0.9137,3.309,5.156,76.61,87.16,12457.9,70.38,2,97.727,2
64083,conveyor,assembly,night,S2,predictive,59.7,845.6,48.23,404.89,0.9068,2.964,4.907,77.87,94.68,39748.0,26.59,1,99.055,1
64084,compressor,processing,evening,S2,preventive,64.48,2933.0,99.49,407.23,0.8858,3.021,5.716,73.24,85.38,10025.6,91.48,1,98.041,2
64085,pump,assembly,evening,S2,preventive,76.79,2404.4,74.22,392.27,0.8899,1.581,5.429,93.43,101.91,2968.0,42.96,1,97.998,1
64086,compressor,utilities,day,S4,predictive,60.62,2982.1,77.79,411.38,0.812,2.386,5.279,80.1,89.12,18177.1,62.75,1,98.311,1
64087,conveyor,assembly,night,S1,preventive,48.11,853.8,38.49,407.0,0.9014,2.478,4.451,71.15,84.63,3165.5,46.81,1,96.682,2
64088,turbine,processing,day,S1,reactive,99.69,6308.3,347.4,377.0,0.8839,4.77,5.352,100.57,116.62,17051.8,169.94,1,99.408,3
64089,conveyor,packaging,evening,S1,predictive,51.37,819.0,35.15,390.29,0.9035,1.717,4.605,66.94,80.8,27990.5,20.88,0,99.141,1
64090,mixer,packaging,night,S4,predictive,49.01,1364.6,70.65,393.22,0.9006,2.071,5.002,79.78,90.12,12405.5,28.23,0,98.96,1
64091,compressor,utilities,day,S1,preventive,92.71,3812.6,181.59,405.94,0.9555,2.713,6.345,88.04,97.3,9805.6,61.2,2,99.049,1
64092,compressor,packaging,evening,S4,reactive,71.03,3484.5,131.64,408.6,0.93,2.675,5.351,82.94,96.75,15961.2,74.09,2,99.122,2
64093,compressor,packaging,night,S3,predictive,73.32,3291.6,114.08,399.33,0.9129,2.475,5.642,84.79,86.3,8743.0,46.25,1,99.278,1
64094,compressor,cold_storage,night,S2,predictive,75.03,3160.6,107.69,402.39,0.9234,1.966,5.743,82.56,92.81,15748.9,12.27,2,99.518,1
64095,mixer,processing,day,S1,reactive,95.93,1939.1,160.71,394.36,0.9007,3.125,5.085,88.52,93.26,3613.0,97.1,0,98.337,2
64096,compressor,packaging,night,S2,predictive,64.44,2505.2,80.14,413.13,0.8935,1.36,5.913,84.38,92.93,12724.0,16.01,0,100.0,1
64097,mixer,processing,day,S2,predictive,82.58,1655.2,130.43,403.31,0.888,3.713,4.65,91.86,102.48,6638.1,148.37,0,99.288,3
64098,compressor,cold_storage,day,S2,preventive,52.49,2205.6,61.66,404.58,0.937,1.511,6.963,77.24,86.55,9495.6,13.71,0,100.0,1
64099,conveyor,utilities,day,S1,reactive,85.38,1140.8,73.6,403.45,0.8997,3.608,,90.79,97.26,16308.7,61.92,0,97.931,2
64100,conveyor,processing,day,S2,reactive,57.52,903.8,44.01,397.41,0.9036,2.124,5.63,81.52,89.27,15507.7,109.97,0,99.523,1
64101,turbine,assembly,evening,S1,predictive,63.11,3960.6,154.87,401.75,0.9704,2.267,5.842,74.52,78.21,18852.5,58.55,1,97.658,1
64102,turbine,cold_storage,day,S2,predictive,78.62,5623.8,275.27,401.12,0.9439,3.059,5.934,88.93,96.49,13955.2,47.83,0,98.301,2
64103,turbine,utilities,night,S2,preventive,78.0,5738.9,243.44,415.03,0.9233,3.161,5.667,87.4,100.4,24894.3,67.15,1,97.229,1
64104,conveyor,processing,night,S2,predictive,56.78,1000.2,48.89,399.96,0.9149,1.688,4.451,72.33,79.33,10243.0,40.48,0,98.672,1
64105,pump,processing,day,S3,reactive,68.05,1952.3,46.62,369.57,0.9649,2.007,5.705,83.04,88.08,7297.5,33.87,0,99.653,2
64106,pump,utilities,day,S2,predictive,70.99,2311.2,62.27,408.12,0.8801,1.482,5.404,84.24,91.87,14483.3,16.17,3,99.963,1
64107,pump,utilities,day,S3,reactive,72.44,2251.4,59.66,400.74,0.9463,2.145,5.39,86.01,89.83,7963.2,42.46,0,99.156,1
64108,compressor,cold_storage,day,S1,reactive,87.99,3593.4,136.53,396.44,0.9326,3.614,15.357,95.14,110.19,13973.3,96.97,1,98.13,1
64109,pump,assembly,evening,S3,reactive,58.13,2141.0,52.96,386.55,0.9394,2.379,5.202,83.34,88.1,33001.8,18.41,2,98.484,1
64110,turbine,utilities,day,S1,preventive,67.1,4778.6,195.09,395.76,0.9119,2.528,6.39,83.28,92.06,16525.6,78.94,0,98.487,1
64111,compressor,utilities,evening,S3,preventive,54.53,2856.1,79.69,402.4,0.8837,3.106,4.995,85.52,96.52,24308.8,87.72,0,98.929,2
64112,turbine,assembly,day,S2,preventive,73.07,4986.7,228.55,403.29,0.8971,2.712,5.598,84.6,93.87,16645.5,30.33,0,98.285,1
64113,pump,cold_storage,night,S1,predictive,56.26,2280.2,44.9,409.2,0.9372,1.974,6.3,77.49,86.71,20661.5,55.05,0,97.792,1
64114,compressor,assembly,day,S3,predictive,63.62,3084.4,100.89,401.8,0.9327,1.934,6.579,82.74,90.92,5120.6,6.52,1,99.571,1
64115,mixer,utilities,evening,S2,reactive,94.45,1770.7,153.39,406.61,0.9098,5.949,2.988,96.35,107.62,27927.7,125.25,1,98.114,3
64116,conveyor,processing,night,S3,preventive,72.88,868.9,59.41,398.73,0.9184,2.629,5.344,87.46,97.42,10601.7,66.56,2,99.095,1
64117,conveyor,utilities,evening,S2,reactive,61.85,1011.6,50.74,404.8,0.919,1.927,5.595,79.15,86.1,8408.4,14.59,0,99.655,1
64118,pump,processing,evening,S1,reactive,68.64,2294.5,63.09,398.09,0.9174,2.682,5.131,87.92,96.79,7610.1,39.74,0,98.837,1
64119,conveyor,packaging,night,S1,predictive,81.76,1097.3,61.66,383.65,0.9744,2.249,4.136,91.75,100.22,13737.9,8.72,1,99.929,1
64120,conveyor,packaging,evening,S2,preventive,61.38,941.5,56.93,400.54,0.8701,4.579,4.502,84.09,90.87,23402.1,187.22,0,97.829,3
64121,compressor,packaging,night,S1,predictive,67.51,2819.5,92.32,390.13,0.9413,2.673,5.379,82.25,89.21,10362.9,73.26,2,99.669,1
64122,pump,packaging,evening,S2,predictive,61.66,1754.8,40.68,387.73,0.9345,2.551,5.014,82.29,97.35,28401.5,64.22,1,99.672,2
64123,mixer,processing,night,S4,preventive,58.28,1296.0,86.03,388.43,0.9503,2.798,5.489,74.33,86.15,16908.5,63.71,1,98.37,1
64124,pump,processing,evening,S4,reactive,80.13,2165.4,64.19,388.63,0.8768,,3.481,89.66,98.58,9913.5,107.63,0,99.975,3
64125,compressor,utilities,evening,S4,preventive,77.03,2788.8,97.16,415.56,0.9262,2.253,4.41,83.54,90.54,10490.6,4.15,0,99.154,2
64126,pump,assembly,day,S3,preventive,54.8,1900.7,34.3,387.75,0.968,2.411,5.055,72.67,79.95,20391.8,20.03,1,99.115,1
64127,conveyor,packaging,day,S4,predictive,35.8,737.1,24.4,374.98,0.8441,2.765,4.699,80.79,88.53,37699.4,22.47,2,99.522,1
64128,compressor,processing,day,S1,predictive,95.88,3497.7,149.59,399.56,0.9036,3.665,5.193,104.46,118.24,5026.4,65.81,1,98.357,2
64129,pump,assembly,day,S3,predictive,64.65,1915.2,53.49,385.6,0.8483,2.493,5.599,73.56,83.3,2592.2,10.38,0,99.421,1
64130,pump,assembly,day,S3,preventive,40.9,1644.8,30.07,412.92,0.9277,1.883,5.128,67.58,72.23,11818.7,15.61,0,99.21,1
64131,compressor,utilities,day,S4,preventive,65.78,2635.6,96.19,394.95,0.9163,1.551,6.24,78.68,86.22,7187.8,16.11,1,,1
64132,compressor,processing,day,S2,predictive,90.21,3242.4,143.99,396.68,0.9468,2.906,4.315,82.05,93.41,9033.9,31.12,1,98.169,1
64133,turbine,packaging,evening,S3,preventive,91.83,5187.7,293.26,415.4,0.916,3.436,6.256,88.25,97.47,10958.3,29.66,0,99.718,1
64134,turbine,packaging,day,S4,preventive,49.15,3434.9,117.5,412.1,0.9028,2.031,6.171,71.46,79.3,7904.3,12.63,1,100.0,1
64135,conveyor,processing,day,S3,preventive,67.28,1087.8,60.13,401.16,0.9013,2.204,5.06,83.81,92.63,9636.6,37.71,1,100.0,2
64136,turbine,utilities,day,S2,reactive,95.2,5731.8,285.75,400.31,0.9399,3.492,5.669,100.75,108.06,32092.8,53.84,1,98.208,3
64137,mixer,processing,day,S2,preventive,56.98,1555.0,98.15,391.52,0.8762,3.181,4.565,82.3,91.85,42447.1,50.25,0,99.038,2
64138,mixer,processing,evening,S2,predictive,75.0,1394.9,110.27,400.08,0.9141,2.021,5.71,89.05,97.75,9698.7,34.51,2,97.649,2
64139,pump,packaging,day,S3,preventive,86.33,2372.0,71.53,407.85,0.9164,2.915,5.332,90.8,102.43,10074.8,51.11,1,99.382,2
64140,turbine,packaging,day,S2,reactive,32.27,3563.4,90.02,405.37,0.9184,2.568,5.485,72.76,87.76,20772.2,61.7,1,99.809,1
64141,pump,packaging,night,S1,reactive,72.83,2225.3,60.79,400.33,0.9049,1.892,5.45,84.97,94.51,13113.0,57.9,0,98.238,1
64142,turbine,cold_storage,evening,S2,preventive,92.52,5662.3,301.24,390.36,0.9473,3.453,,92.71,103.67,17039.2,100.2,1,97.104,2
64143,compressor,processing,day,S4,preventive,72.53,3043.4,121.8,391.86,0.8963,2.866,5.904,86.79,98.07,29760.4,53.85,0,98.038,1
64144,conveyor,cold_storage,night,S1,preventive,67.95,1013.9,58.62,394.0,0.9385,3.046,5.083,85.1,94.42,18620.0,37.85,0,98.405,1
64145,compressor,packaging,evening,S4,reactive,74.5,2997.4,108.38,417.28,0.8672,2.321,5.677,77.48,90.33,8810.1,29.07,1,99.226,1
64146,mixer,processing,day,S3,predictive,68.79,1567.0,111.93,402.82,0.8989,2.757,4.864,94.71,103.99,18251.8,77.72,0,98.369,2
64147,pump,packaging,evening,S1,predictive,57.98,1887.3,38.84,397.45,0.9485,1.937,4.887,80.16,90.56,15711.8,34.32,0,98.607,1
64148,mixer,assembly,day,S3,preventive,61.44,1435.9,96.18,403.03,0.862,2.647,4.635,82.44,93.94,20422.0,33.66,2,98.162,1
64149,compressor,assembly,evening,S1,predictive,82.95,3297.1,106.18,425.12,0.9027,2.336,6.053,88.8,96.09,13500.4,45.46,0,98.277,1
64150,pump,processing,night,S3,predictive,71.06,2433.9,64.22,407.23,0.8798,2.026,5.245,93.79,102.0,15340.3,31.37,1,99.883,1
64151,mixer,packaging,night,S1,preventive,51.88,1450.4,78.93,399.6,0.8663,2.93,5.889,75.47,79.31,32566.5,20.02,2,98.633,1
64152,compressor,utilities,evening,S1,predictive,83.23,2780.0,115.28,412.04,0.9096,3.742,5.395,91.02,100.74,17573.7,53.18,0,98.597,1
64153,turbine,packaging,day,S4,preventive,66.16,5706.6,225.35,419.87,0.9307,2.005,6.351,74.74,83.81,12074.3,17.31,0,99.26,1
64154,turbine,processing,evening,S2,reactive,96.93,5785.4,331.17,390.44,0.9213,3.492,5.469,91.07,102.8,12185.0,80.15,0,97.957,3
64155,pump,assembly,evening,S2,preventive,46.9,1584.7,30.94,403.08,0.9062,2.44,5.127,79.38,92.58,27503.5,33.57,0,98.708,1
64156,turbine,assembly,night,S2,preventive,82.18,4710.1,221.46,374.51,0.843,2.927,5.762,84.83,94.38,17170.6,19.53,0,98.83,1
64157,compressor,utilities,evening,S4,predictive,80.96,3177.0,124.4,409.46,0.8751,2.507,6.273,88.98,99.42,21766.1,18.03,1,98.929,1
64158,pump,cold_storage,evening,S2,reactive,73.96,2179.6,60.8,398.51,0.9249,2.89,5.078,89.03,102.16,13757.8,27.69,0,97.762,3
64159,turbine,processing,night,S2,predictive,89.27,5659.8,305.26,405.4,0.9514,2.289,6.422,95.91,103.84,17799.2,20.44,1,99.715,1
64160,pump,assembly,day,S4,reactive,68.96,2103.3,59.56,389.4,0.9494,2.233,6.001,77.71,86.61,4890.2,42.68,1,99.352,1
64161,turbine,cold_storage,evening,S3,predictive,78.72,5430.8,257.63,392.69,0.9005,2.739,5.598,91.11,94.91,8161.3,56.86,1,98.251,2
64162,pump,processing,day,S3,preventive,64.03,2092.4,52.65,380.37,0.8918,3.258,4.659,91.66,92.33,16033.1,68.88,1,98.668,3
64163,pump,packaging,day,S3,preventive,81.38,2283.0,61.09,391.08,0.9189,2.271,4.762,95.81,106.3,18432.2,33.6,1,98.983,3
64164,mixer,packaging,day,S3,preventive,68.29,1208.0,76.48,409.55,0.941,2.339,5.203,84.03,97.49,21368.8,33.21,1,99.308,1
64165,pump,packaging,day,S2,predictive,56.03,1930.0,42.86,409.96,0.9047,2.681,5.341,77.6,88.31,18307.1,46.58,2,99.126,1
64166,conveyor,processing,day,S3,predictive,63.48,888.1,47.39,390.71,0.9386,1.975,5.137,81.73,87.54,20308.8,42.3,0,98.762,1
64167,pump,packaging,night,S3,preventive,54.51,2084.9,48.55,395.62,0.8769,2.38,5.506,82.74,96.72,13414.8,112.22,1,98.478,1
64168,turbine,processing,night,S1,preventive,70.13,4747.3,212.05,386.54,0.9089,2.698,5.278,90.06,102.65,22230.5,49.69,0,98.141,2
64169,pump,assembly,evening,S2,preventive,70.97,2343.6,48.76,410.73,0.8883,1.952,4.913,80.44,92.84,8721.5,43.68,1,98.548,1
64170,turbine,utilities,day,S2,preventive,65.65,4765.7,171.43,395.58,0.9466,1.927,6.339,75.59,89.29,6106.7,22.63,0,99.515,1
64171,compressor,cold_storage,day,S3,preventive,65.19,2933.9,96.69,389.4,0.9703,2.161,6.371,81.26,89.29,22699.3,34.31,0,100.0,1
64172,pump,processing,evening,S2,preventive,69.53,2128.1,49.37,399.87,0.8905,2.321,4.623,91.67,100.78,2856.8,27.24,1,99.533,1
64173,compressor,assembly,evening,S1,predictive,56.64,2798.2,84.39,401.21,0.9238,2.188,5.406,82.48,86.97,11844.9,33.94,3,97.06,2
64174,compressor,assembly,evening,S4,preventive,63.09,2720.8,85.3,406.44,0.8824,1.759,6.055,74.78,84.17,15073.6,31.66,5,98.608,1
64175,mixer,assembly,day,S4,reactive,17.96,1140.6,36.09,393.49,0.8729,3.99,4.477,61.51,74.42,35261.1,168.4,2,98.698,2
64176,compressor,processing,evening,S1,predictive,63.88,3072.7,94.34,397.1,0.9614,2.614,5.771,93.59,106.7,5116.3,34.22,1,98.61,1
64177,compressor,utilities,evening,S2,preventive,76.76,2918.4,105.84,398.88,0.9041,4.112,5.084,81.54,89.01,15181.4,77.98,0,99.983,3
64178,conveyor,utilities,day,S2,reactive,51.55,886.6,45.1,401.94,0.9038,2.155,5.443,71.95,76.19,13731.5,24.64,0,98.959,1
64179,pump,packaging,evening,S2,reactive,57.88,1741.1,42.12,389.46,0.8299,3.874,5.201,83.26,97.29,10928.7,88.38,1,98.763,3
64180,conveyor,processing,evening,S4,preventive,79.46,1128.3,63.89,408.4,0.92,2.267,4.518,84.78,100.45,6120.4,58.75,0,99.303,1
64181,turbine,utilities,day,S4,preventive,95.81,5694.3,344.17,414.73,0.9256,4.823,4.243,97.8,111.78,12537.5,105.98,6,99.501,3
64182,compressor,packaging,day,S3,reactive,69.24,2850.1,100.29,398.39,0.8836,3.494,5.026,84.67,98.43,27830.0,122.82,0,99.437,2
64183,compressor,packaging,night,S4,preventive,65.37,3030.7,111.79,390.32,0.9141,2.511,6.034,85.69,96.06,18950.8,28.8,0,98.928,1
64184,compressor,cold_storage,night,S4,preventive,87.92,3345.5,131.28,406.63,0.8828,3.337,6.061,101.0,108.58,22074.6,95.01,1,98.287,2
64185,conveyor,assembly,day,S3,reactive,78.09,953.2,55.22,414.89,0.9458,2.218,4.837,90.94,94.52,21895.8,50.94,0,98.372,1
64186,conveyor,assembly,night,S3,reactive,71.14,909.2,47.94,391.07,0.9146,3.052,4.903,86.92,90.39,16713.7,36.76,0,98.269,1
64187,conveyor,packaging,night,S2,predictive,52.49,830.3,36.04,400.03,0.9302,2.238,5.086,75.74,82.84,21659.3,41.42,0,99.461,1
64188,conveyor,utilities,night,S2,predictive,40.91,793.0,29.34,393.04,0.913,2.718,5.168,72.33,76.1,15933.4,48.98,0,98.712,1
64189,mixer,utilities,evening,S2,reactive,80.18,1550.9,137.09,416.33,0.9009,2.495,5.545,85.63,93.5,15095.7,61.63,2,99.178,2
64190,conveyor,assembly,day,S1,predictive,49.37,902.8,41.71,400.57,0.9243,2.565,5.142,77.38,86.26,19013.7,59.65,2,98.751,2
64191,pump,assembly,day,S1,preventive,14.4,1390.8,15.61,409.33,0.9201,2.845,5.457,69.12,,3638.4,29.44,1,99.274,1
64192,turbine,packaging,day,S3,preventive,79.82,5651.3,277.07,398.39,0.8865,2.767,5.933,82.5,88.52,11765.2,37.51,1,100.0,2
64193,pump,packaging,evening,S3,preventive,65.9,2180.8,54.57,390.41,0.8907,2.369,5.157,82.97,90.14,15528.5,18.5,0,99.604,1
64194,mixer,packaging,day,S4,preventive,69.48,1665.7,111.81,412.36,0.9191,2.436,5.097,80.36,85.19,7828.0,15.35,0,99.431,1
64195,conveyor,assembly,night,S1,reactive,57.16,908.2,45.29,388.58,0.8911,4.106,4.525,76.95,85.53,22476.4,169.31,1,99.66,3
64196,pump,cold_storage,evening,S4,preventive,66.6,2156.0,53.11,384.48,0.9468,2.031,5.921,78.5,88.21,8061.9,19.84,1,99.522,1
64197,conveyor,cold_storage,day,S3,predictive,46.74,931.1,42.52,398.31,0.8993,2.165,5.277,79.1,88.1,15345.1,66.9,1,98.096,1
64198,compressor,processing,day,S2,preventive,81.11,3222.2,130.07,387.77,0.9285,4.334,5.421,85.79,110.42,43988.4,36.45,0,98.053,2
64199,compressor,assembly,evening,S4,preventive,81.4,2832.4,105.37,408.64,0.8731,2.489,5.449,77.94,87.5,14020.2,65.75,0,98.917,1
64200,pump,processing,night,S2,reactive,70.31,2046.4,56.84,389.41,0.918,3.015,5.305,88.94,99.8,16793.9,133.62,2,99.328,2
64201,compressor,cold_storage,day,S3,preventive,77.21,2926.8,109.64,389.87,0.9334,2.674,5.734,75.62,86.05,10085.7,12.79,0,98.546,2
64202,compressor,processing,evening,S2,predictive,70.9,3263.8,115.32,401.89,0.9313,1.586,6.335,86.84,90.87,7190.2,9.91,0,98.564,1
64203,pump,packaging,day,S2,predictive,61.99,1884.5,41.6,400.46,0.9667,1.28,5.377,76.67,84.75,13940.9,19.94,0,99.443,1
64204,pump,assembly,evening,S2,predictive,61.5,2199.4,49.92,403.09,0.894,2.145,5.559,79.89,84.25,8088.4,27.65,0,100.0,1
64205,pump,packaging,evening,S3,reactive,82.11,2527.9,76.87,383.36,0.901,3.045,5.232,87.52,102.16,16844.9,64.68,0,99.411,2
64206,conveyor,utilities,evening,S1,preventive,65.8,1061.4,58.41,403.15,0.8717,2.757,4.906,88.62,95.84,26553.4,95.3,1,99.242,2
64207,pump,packaging,night,S3,preventive,77.18,2403.2,64.5,396.35,0.9317,2.458,5.717,90.28,98.46,21143.3,73.04,0,100.0,1
